source_hgnc	interaction_directed_signed	target_hgnc	source_uniprot	target_uniprot	source_hgnc_status	target_hgnc_status
MET	1	PTK2	P08581	Q05397	1	1
HMGB1	1	HOXB1	P09429	P14653	1	1
HRAS	1	PIK3CA	P01112	P42336	1	1
HMGB1	1	HOXB3	P09429	P14651	1	1
HMGB1	1	HOXC6	P09429	P09630	1	1
HMGB1	1	HOXD3	P09429	P31249	1	1
IL12B	1	IL12RB1	P29460	P42701	1	1
PDGFRA	1	PLCG1	P16234	P19174	1	1
HRAS	1	PIK3CA	P01112	P42336	1	1
RING1	1	FHL1	Q06587	Q13642	1	1
ZBTB14	1	ZBTB14	O43829	O43829	1	1
RCOR1	1	REST	Q9UKL0	Q13127	1	1
PDGFRB	1	PLCG1	P09619	P19174	1	1
RCOR1	-1	SCN2A	Q9UKL0	Q99250	1	1
REST	-1	SCN2A	Q13127	Q99250	1	1
RALGDS	1	RIT1	Q12967	Q92963	1	1
AFDN	1	RIT1	P55196	Q92963	1	1
RLF	1	RIN1	Q13129	Q13671	1	1
RALGDS	1	RIN1	Q12967	Q13671	1	1
AFDN	1	RIN1	P55196	Q13671	1	1
GABPB2	-1	HCFC1	Q8TAK5	P51610	1	1
GABPB1	-1	HCFC1	Q06547	P51610	1	1
IFNG	1	IFNGR2	P01579	P38484	1	1
IGF1R	1	PIK3C2A	P08069	O00443	1	1
GNAO1	1	TAOK1	P09471	Q7L7X3	1	1
GNAO1	1	TAOK2	P09471	Q9UL54	1	1
TLE1	1	SIX6	Q04724	O95475	1	1
TLE1	1	SIX3	Q04724	O95343	1	1
NUP214	1	SMAD3/SMAD4	P35658	SIGNOR-C9	1	0
SMAD6	-1	TAB1	O43541	Q15750	1	1
INHBA	1	ACVR2A	P08476	P27037	1	1
SMAD7	-1	TAB1	O15105	Q15750	1	1
ACVR1B	1	SMAD2	P36896	Q15796	1	1
ACVR1B	1	SMAD3	P36896	P84022	1	1
SMAD3	1	SMAD4	P84022	Q13485	1	1
TTF2	1	CDC5L	Q9UNY4	Q99459	1	1
CEBPE	1	LTF	Q15744	P02788	1	1
TAF4	-1	ATF7	O00268	P17544	1	1
TLRs	1	TIRAP	SIGNOR-PF20	P58753	0	1
TLRs	1	TICAM2	SIGNOR-PF20	Q86XR7	0	1
PCGF2	-1	HSF2	P35227	Q03933	1	1
DRAP1	form complex	NC2 complex	Q14919	SIGNOR-C108	1	0
DR1	form complex	NC2 complex	Q01658	SIGNOR-C108	1	0
NACC1	1	ZBTB14	Q96RE7	O43829	1	1
ABL1	-1	EPHB2	P00519	P29323	1	1
F2	1	LRP1	P00734	Q07954	1	1
SERPINA1	1	LRP1	P01009	Q07954	1	1
SERPINC1	1	LRP1	P01008	Q07954	1	1
PAK1	-1	WEE1	Q13153	P30291	1	1
DACT2	-1	TGFBR1	Q5SW24	P36897	1	1
NEDD4L	-1	SMAD3	Q96PU5	P84022	1	1
UV stress	1	MAP3K4	SIGNOR-ST7	Q9Y6R4	0	1
1,9-Pyrazoloanthrone	-1	FLT3	CID:8515	P36888	0	1
BMP7	1	BMPR1A/1B/2	P18075	SIGNOR-C29	1	0
RASA1	-1	HRAS	P20936	P01112	1	1
INSR	1	IRS4	P06213	O14654	1	1
DUSP9	-1	MAPK1	Q99956	P28482	1	1
14-3-3	-1	FOXO3	SIGNOR-PF7	O43524	0	1
RBPJ/NOTCH	1	CCND1	SIGNOR-C97	P24385	0	1
GABARAPL1	1	SQSTM1	Q9H0R8	Q13501	1	1
GABARAPL2	1	SQSTM1	P60520	Q13501	1	1
AKT2	-1	MAPK14	P31751	Q16539	1	1
NEDD4L	-1	SMAD2	Q96PU5	Q15796	1	1
PCSK7	-1	NFKBIA	Q16549	P25963	1	1
RANBP3	-1	SMAD2	Q9H6Z4	Q15796	1	1
GSK3B	1	MAFA	P49841	Q8NHW3	1	1
AKT2	-1	TSC1/TSC2	P31751	SIGNOR-C101	1	0
PPP2R5C	-1	RPS6KB1	Q13362	P23443	1	1
IL4R	1	IL2RG	P24394	P31785	1	1
GSK3B	1	MAFA	P49841	Q8NHW3	1	1
TBK1	1	IRF3	Q9UHD2	Q14653	1	1
TBK1	1	IRF3	Q9UHD2	Q14653	1	1
MAPK3	-1	PCYT1A	P27361	P49585	1	1
WWTR1	1	TTF1	Q9GZV5	Q15361	1	1
WWTR1	1	PAX8	Q9GZV5	Q06710	1	1
PKN1	1	SNAI1	Q16512	O95863	1	1
CDKN2B	-1	CDK4	P42772	P11802	1	1
ERBB2	1	ESR1	P04626	P03372	1	1
DOK4	1	CRK	Q8TEW6	P46108	1	1
DOK4	1	FYN	Q8TEW6	P06241	1	1
DOK4	1	SRC	Q8TEW6	P12931	1	1
IL10	1	IL10RA	P22301	Q13651	1	1
SNX9	1	DNM1	Q9Y5X1	Q05193	1	1
IL15	1	IL15RA	P40933	Q13261	1	1
IL15RA	1	IL2RB	Q13261	P14784	1	1
MAPK3	1	SMAD2	P27361	Q15796	1	1
MAPK1	-1	PCYT1A	P28482	P49585	1	1
mTORC1	-1	ULK1/Atg13/Fip200	SIGNOR-C3	SIGNOR-C100	0	0
IL17A	1	KLF3	Q16552	P57682	1	1
EPHA3	1	SRC	P29320	P12931	1	1
GSK3B	1	MAFA	P49841	Q8NHW3	1	1
EPHB2	1	SRC	P29323	P12931	1	1
SH3RF1	1	MAP2K4	Q7Z6J0	P45985	1	1
SH3RF1	1	MAP2K7	Q7Z6J0	O14733	1	1
NTRK1	1	SHC1	P04629	P29353	1	1
DUSP16	1	MAPK8IP1	Q9BY84	Q9UQF2	1	1
AKT1	-1	FOXO1	P31749	Q12778	1	1
AKT1	-1	FOXO1	P31749	Q12778	1	1
IL17A	1	KLF2	Q16552	Q9Y5W3	1	1
GRB2	1	GAB2	P62993	Q9UQC2	1	1
IL2RB	1	JAK1	P14784	P23458	1	1
IL2RB	1	SHC1	P14784	P29353	1	1
GAB2	1	PIK3CA	Q9UQC2	P42336	1	1
FGFR1	1	MAP2K1	P11362	Q02750	1	1
BMP7	1	PPARGC1A	P18075	Q9UBK2	1	1
BMP7	1	UCP1	P18075	P25874	1	1
BMP7	1	PRDM16	P18075	Q9HAZ2	1	1
BMP7	-1	DLK1	P18075	P80370	1	1
PPARG	1	FABP4	P37231	P15090	1	1
CSNK1D	1	GSK3B/Axin/APC	P48730	SIGNOR-C110	1	0
CSNK1E	1	GSK3B/Axin/APC	P49674	SIGNOR-C110	1	0
PPARGC1A	1	PPARGC1A	Q9UBK2	Q9UBK2	1	1
RRAGA	form complex	RAGAD	Q7L523	SIGNOR-C114	1	0
RRAGD	form complex	RAGAD	Q9NQL2	SIGNOR-C114	1	0
RRAGC	form complex	RAGBC	Q9HB90	SIGNOR-C115	1	0
RRAGB	form complex	RAGBC	Q5VZM2	SIGNOR-C115	1	0
RRAGB	form complex	RAGBD	Q5VZM2	SIGNOR-C116	1	0
RRAGD	form complex	RAGBD	Q9NQL2	SIGNOR-C116	1	0
SIM1	-1	ARNT	P81133	P27540	1	1
SIM1	1	ARNT	P81133	P27540	1	1
PDGFRB	1	PTK2	P09619	Q05397	1	1
SIM2	1	ARNT	Q14190	P27540	1	1
SIM1	-1	AHR-ARNT	P81133	SIGNOR-C125	1	0
ARNT	form complex	AHR-ARNT	P27540	SIGNOR-C125	1	0
AHR	form complex	AHR-ARNT	P35869	SIGNOR-C125	1	0
CTNNB1	1	TCF7	P35222	P36402	1	1
FYN	-1	LCP2	P06241	Q13094	1	1
DLX2	-1	MSX2	Q07687	P35548	1	1
EGFR	1	SHC1	P00533	P29353	1	1
TNFRSF6B	-1	TNFSF15	O95407	O95150	1	1
DLX2	-1	MSX1	Q07687	P28360	1	1
MSX1	-1	DLX2	P28360	Q07687	1	1
MSX2	-1	DLX2	P35548	Q07687	1	1
WNT3A	1	FZD1	P56704	Q9UP38	1	1
MSX1	-1	DLX5	P28360	P56178	1	1
MSX2	-1	DLX5	P35548	P56178	1	1
DAAM1	1	RAC1	Q9Y4D1	P63000	1	1
MYF5	1	Skeletal Muscle Differentiation	P13349	SIGNOR-PH1	1	0
WNT3A	1	FZD1	P56704	Q9UP38	1	1
WNT1	1	LRP5	P04628	O75197	1	1
WNT3A	1	LRP5	P56704	O75197	1	1
WNT1	1	LRP6	P04628	O75581	1	1
MAPK14	-1	EEF2K	Q16539	O00418	1	1
WNT1	1	FZD1	P04628	Q9UP38	1	1
WNT1	1	FZD3	P04628	Q9NPG1	1	1
WNT11	1	FZD3	O96014	Q9NPG1	1	1
WNT5A	1	FZD3	P41221	Q9NPG1	1	1
WNT7A	1	FZD3	O00755	Q9NPG1	1	1
WNT1	1	LRP5	P04628	O75197	1	1
PAK1	-1	ARHGEF2	Q13153	Q92974	1	1
WNT3A	1	LRP5	P56704	O75197	1	1
WNT7A	1	LRP5	O00755	O75197	1	1
WNT1	1	LRP6	P04628	O75581	1	1
WNT11	1	LRP6	O96014	O75581	1	1
WNT3A	1	LRP6	P56704	O75581	1	1
WNT5A	1	LRP6	P41221	O75581	1	1
WNT7A	1	LRP6	O00755	O75581	1	1
WNT16	1	FZD3	Q9UBV4	Q9NPG1	1	1
CDK2	1	CDC6	P24941	Q99741	1	1
BECN1	1	Autophagosome formation	Q14457	SIGNOR-PH36	1	0
MYF6	1	Skeletal Muscle Differentiation	P23409	SIGNOR-PH1	1	0
JUN	1	Proliferation	P05412	SIGNOR-PH4	1	0
MYOD1	1	Skeletal Muscle Differentiation	P15172	SIGNOR-PH1	1	0
TGFBR1	1	TRAF6	P36897	Q9Y4K3	1	1
TRAF6	1	TRAF6	Q9Y4K3	Q9Y4K3	1	1
SMAD3	-1	CEBPA	P84022	P49715	1	1
MAPK3	1	GAB1	P27361	Q13480	1	1
MAPK3	1	GAB1	P27361	Q13480	1	1
CTNNB1	1	POU5F1	P35222	Q01860	1	1
POU5F1	1	Pluripotency	Q01860	SIGNOR-PH43	1	0
NANOG	1	Pluripotency	Q9H9S0	SIGNOR-PH43	1	0
FZD8	1	LRP5	Q9H461	O75197	1	1
SOX2	1	Pluripotency	P48431	SIGNOR-PH43	1	0
RAD1	1	TOPBP1	O60671	Q92547	1	1
TP53	1	FNTB	P04637	P49356	1	1
CTNNB1	1	SOX2	P35222	P48431	1	1
TP53	1	FNTA	P04637	P49354	1	1
CTNNB1	1	KLF4	P35222	O43474	1	1
NFY	1	TOP2A	SIGNOR-C1	P11388	0	1
FASN	1	SREBF1	P49327	P36956	1	1
LYN	1	CD19	P07948	P15391	1	1
MAPK3	1	GAB1	P27361	Q13480	1	1
MAPK3	-1	GJA1	P27361	P17302	1	1
CD19	1	LYN	P15391	P07948	1	1
MAPK3	-1	GJA1	P27361	P17302	1	1
CUL1	form complex	SCF-FBW7	Q13616	SIGNOR-C135	1	0
CD19	1	VAV1	P15391	P15498	1	1
STK3	1	MOB1B	Q13188	Q7L9L4	1	1
CD19	1	PIK3R1	P15391	P27986	1	1
RBPJ	1	HES1	Q06330	Q14469	1	1
PPP2R2A	1	RAF1	P63151	P04049	1	1
PPP2R5D	1	RAF1	Q14738	P04049	1	1
MAPK3	-1	GJA1	P27361	P17302	1	1
SCF-betaTRCP	1	MYC	SIGNOR-C5	P01106	0	1
AURKB	-1	NDC80	Q96GD4	O14777	1	1
MAPK3	1	MAPK3	P27361	P27361	1	1
SKP1	form complex	SCF-SKP2	P63208	SIGNOR-C136	1	0
CUL1	form complex	SCF-SKP2	Q13616	SIGNOR-C136	1	0
SKP2	form complex	SCF-SKP2	Q13309	SIGNOR-C136	1	0
WNT1	1	RYK	P04628	P34925	1	1
ARPP19	-1	PPP2R2D	P56211	Q66LE6	1	1
FYN	unknown	GRIN2B	P06241	Q13224	1	1
ENSA	-1	PPP2R2D	O43768	Q66LE6	1	1
SKP1	form complex	SCF-FBW7	P63208	SIGNOR-C135	1	0
nitric oxide	1	GUCY1A2-B2	CID:145068	SIGNOR-C137	0	0
nitric oxide	1	GUCY1A2-B3	CID:145068	SIGNOR-C138	0	0
nitric oxide	1	GUCY1A3-B3	CID:145068	SIGNOR-C140	0	0
GUCY1B2	form complex	GUCY1A2-B2	O75343	SIGNOR-C137	1	0
GUCY1A2	form complex	GUCY1A2-B3	P33402	SIGNOR-C138	1	0
PRKCA	-1	GFPT1	P17252	Q06210	1	1
FYN	1	FCGR2A	P06241	P12318	1	1
GUCY1B3	form complex	GUCY1A2-B3	Q02153	SIGNOR-C138	1	0
MAPK3	1	LIPE	P27361	Q05469	1	1
MAP2K2	1	PPARG	P36507	P37231	1	1
GRN	-1	TNFRSF1A	P28799	P19438	1	1
AGT	1	AGTR1	P01019	P30556	1	1
BORA	1	PLK1	Q6PGQ7	P53350	1	1
GUCY1A3	form complex	GUCY1A3-B3	Q02108	SIGNOR-C140	1	0
GUCY1B3	form complex	GUCY1A3-B3	Q02153	SIGNOR-C140	1	0
nitric oxide	1	GUCY1A3-B2	CID:145068	SIGNOR-C139	0	0
AURKA	1	PLK1	O14965	P53350	1	1
PPP2R2B	-1	PDPK1	Q00005	O15530	1	1
PP2Ca_R1A_Bd	-1	PDPK1	SIGNOR-C133	O15530	0	1
CCK	1	CCKAR	P06307	P32238	1	1
MAPK3	1	MAPK3	P27361	P27361	1	1
CDK5	-1	STMN1	Q00535	P16949	1	1
MAPK3	1	LCK	P27361	P06239	1	1
GSK3B	1	PRKCE	P49841	Q02156	1	1
CSNK2A2	1	NKX3-1	P19784	Q99801	1	1
MAPK3	1	PTPN7	P27361	P35236	1	1
RPS6KA5	-1	EIF4EBP1	O75582	Q13541	1	1
MAPK3	1	SP1	P27361	P08047	1	1
GSK3B	-1	MAPT	P49841	P10636	1	1
GSK3B	-1	MAPT	P49841	P10636	1	1
GSK3B	-1	MAPT	P49841	P10636	1	1
GSK3B	-1	MUC1	P49841	P15941	1	1
PRKCA	unknown	GMFB	P17252	P60983	1	1
ERK1/2	1	RPS6KA5	SIGNOR-PF1	O75582	0	1
MAPK3	1	SP1	P27361	P08047	1	1
MDC1	1	RNF8	Q14676	O76064	1	1
CAMKK1	1	CAMK4	Q8N5S9	Q16566	1	1
APP	1	GSK3A	P05067	P49840	1	1
HCK	1	PLCG1	P08631	P19174	1	1
HCK	1	PLCG1	P08631	P19174	1	1
IKBKB	-1	NFKBIA	O14920	P25963	1	1
MAPK14	1	RPS6KA5	Q16539	O75582	1	1
HCK	1	PLCG1	P08631	P19174	1	1
HCK	1	PLCG2	P08631	P16885	1	1
LCK	1	MUC1	P06239	P15941	1	1
SRC	-1	BCAR1	P12931	P56945	1	1
HCK	1	PLCG2	P08631	P16885	1	1
GSK3B	1	MAFA	P49841	Q8NHW3	1	1
AGT	1	AGTR2	P01019	P50052	1	1
SMURF1	-1	BMPR2	Q9HCE7	Q13873	1	1
EDN1	1	EDNRA	P05305	P25101	1	1
MAPK8	-1	BCL2	P45983	P10415	1	1
TRAF6	1	MALT1	Q9Y4K3	Q9UDY8	1	1
PDPK1	1	CARD11	O15530	Q9BXL7	1	1
PDPK1	1	PRKCQ	O15530	Q04759	1	1
700874-72-2	-1	TGFBR1	CID:10090485	P36897	0	1
LY2784544	-1	JAK2	CID:46213929	O60674	0	1
Maraviroc	-1	CCL3	CID:3002977	P10147	0	1
MGCD-265	-1	FLT4	CID:24901704	P35916	0	1
471905-41-6	-1	APP	CID:9803433	P05067	0	1
MK-2461	-1	MERTK	CID:44137946	Q12866	0	1
PRKCD	-1	TNNI3	Q05655	P19429	1	1
PRKAA1	-1	HDAC5	Q13131	Q9UQL6	1	1
SRC	-1	BCAR1	P12931	P56945	1	1
MAPK1	1	DUSP16	P28482	Q9BY84	1	1
PRKCG	-1	HABP4	P05129	Q5JVS0	1	1
PRKCZ	-1	HABP4	Q05513	Q5JVS0	1	1
503468-95-9	-1	PRKDC	CID:11327430	P78527	0	1
NVP-ADW742	-1	IGF1R	CID:9825149	P08069	0	1
NVP-BEP800	-1	HSP90AB1	CID:25210273	P08238	0	1
NVP-BHG712	-1	SRC	CID:16747388	P12931	0	1
NVP-BSK805 dihydrochloride	-1	JAK2	CID:57339395	O60674	0	1
Olaparib	-1	PARP1	CID:23725625	P09874	0	1
Olaparib	-1	PARP2	CID:23725625	Q9UGN5	0	1
Rigosertib sodium	-1	PLK1	CID:23696523	P53350	0	1
WAY-600	-1	MTOR	CID:25229526	P42345	0	1
XL-647	-1	EGFR	CID:10458325	P00533	0	1
331771-20-1	-1	AURKA	CID:9914412	O14965	0	1
BMS-777607	-1	TYRO3	CID:24794418	Q06418	0	1
Brivanib alaninate	-1	FGFR3	CID:11154925	P22607	0	1
MAPK1	1	GAB1	P28482	Q13480	1	1
MAPK1	-1	EIF4EBP1	P28482	Q13541	1	1
MAPK1	1	GAB1	P28482	Q13480	1	1
RET	unknown	RET	P07949	P07949	1	1
PTK6	unknown	KHDRBS1	Q13882	Q07666	1	1
JAK2	1	STAP2	O60674	Q9UGK3	1	1
PRKCA	-1	DGKD	P17252	Q16760	1	1
PRKCB	unknown	PTPN11	P05771	Q06124	1	1
PRKCQ	1	ICAM3	Q04759	P32942	1	1
PRKCH	unknown	PTPN11	P24723	Q06124	1	1
RET	unknown	RET	P07949	P07949	1	1
PHKG1	unknown	PHKG1	Q16816	Q16816	1	1
ACVR1	1	SMAD5	Q04771	Q99717	1	1
944396-07-0	-1	PIK3CG	CID:16654980	P48736	0	1
BMS-777607	-1	AXL	CID:24794418	P30530	0	1
BMS-777607	-1	MET	CID:24794418	P08581	0	1
BMS-777607	-1	MST1R	CID:24794418	Q04912	0	1
NF1	1	ADCY5	P21359	O95622	1	1
NF1	1	ADCY6	P21359	O43306	1	1
MAPK1	-1	STMN1	P28482	P16949	1	1
PLK1	1	CLIP1	P53350	P30622	1	1
NF1	1	ADCY7	P21359	P51828	1	1
NF1	1	ADCY8	P21359	P40145	1	1
PYY	1	NPY4R	P10082	P50391	1	1
LPAR3	1	GNAQ	Q9UBY5	P50148	1	1
PRKCA	-1	ADRA1B	P17252	P35368	1	1
ATM	1	E2F1	Q13315	Q01094	1	1
ATR	1	E2F1	Q13535	Q01094	1	1
PRKCA	unknown	MBP	P17252	P02686	1	1
PTEN	-1	STAT5A	P60484	P42229	1	1
PRKCB	-1	HABP4	P05771	Q5JVS0	1	1
SRC	1	DLG4	P12931	P78352	1	1
GSK3B	1	MAFB	P49841	Q9Y5Q3	1	1
MAPK1	1	GSK3B	P28482	P49841	1	1
ELL	form complex	ELL/ICE2	P55199	SIGNOR-C49	1	0
ICE1	form complex	ELL/ICE1	Q9Y2F5	SIGNOR-C48	1	0
IL18	1	IL18R1	Q14116	Q13478	1	1
CDK12	1	POLR2A	Q9NYV4	P24928	1	1
CDK12	1	POLR2A	Q9NYV4	P24928	1	1
SRC	-1	BCAR1	P12931	P56945	1	1
PRKCQ	-1	HABP4	Q04759	Q5JVS0	1	1
PRKACA	-1	CIITA	P17612	P33076	1	1
PRKCD	-1	HABP4	Q05655	Q5JVS0	1	1
IRF4	1	M2 polarization	Q15306	SIGNOR-PH55	1	0
IL10	1	IL10RA	P22301	Q13651	1	1
GSK3B	-1	MAML1	P49841	Q92585	1	1
284028-89-3	-1	CTNNB1	CID:2726824	P35222	0	1
MYOD1	form complex	MYOD1/SWI/SNF complex	P15172	SIGNOR-C93	1	0
MYOG	form complex	Myog/SWI/SNF complex	P15173	SIGNOR-C94	1	0
284028-89-3	-1	TNKS2	CID:2726824	Q9H2K2	0	1
IL10RA	1	JAK2	Q13651	O60674	1	1
CASP8AP2	1	NFKB1	Q9UKL3	P19838	1	1
JAK2	1	STAT3	O60674	P40763	1	1
PtsIns(3,4,5)P3	1	WIPI1	CID:24755492	Q5MNZ9	0	1
STAT3	1	M2 polarization	P40763	SIGNOR-PH55	1	0
TGFB1	1	TGFBR1	P01137	P36897	1	1
GSK3B	-1	MAPT	P49841	P10636	1	1
Linifanib	-1	PDGFRB	CID:11485656	P09619	0	1
GSK3A	-1	MAPT	P49840	P10636	1	1
PRKACA	1	CA9	P17612	Q16790	1	1
PRKACA	-1	MAPT	P17612	P10636	1	1
CDK12	1	POLR2A	Q9NYV4	P24928	1	1
PBX1	form complex	MYOD1/SWI/SNF complex	P40424	SIGNOR-C93	1	0
SWI/SNF complex	form complex	MYOD1/SWI/SNF complex	SIGNOR-C92	SIGNOR-C93	0	0
SRC	-1	BCAR1	P12931	P56945	1	1
EZR	1	FES	P15311	P07332	1	1
ATM	1	TAOK1	Q13315	Q7L7X3	1	1
PPP2CA	1	HDAC4	P67775	P56524	1	1
RPS6KA2	1	NR4A1	Q15349	P22736	1	1
TOP2B	-1	Survival	Q02880	SIGNOR-PH13	1	0
CSNK2A1	1	TFAP2A	P68400	P05549	1	1
CDK2	1	NR3C1	P24941	P04150	1	1
SRC	-1	BCAR1	P12931	P56945	1	1
SRC	-1	BCAR1	P12931	P56945	1	1
MAPK1	1	PTPN7	P28482	P35236	1	1
MAPK1	-1	SCNN1B	P28482	P51168	1	1
MTCH2	1	BID	Q9Y6C9	P55957	1	1
MAPK1	-1	RAF1	P28482	P04049	1	1
MAPK1	-1	RAF1	P28482	P04049	1	1
MAPK3	-1	SCNN1B	P27361	P51168	1	1
PRKACA	-1	ITPR1	P17612	Q14643	1	1
PRKACA	-1	ITPR1	P17612	Q14643	1	1
MAPK1	-1	RAF1	P28482	P04049	1	1
MAPK1	1	PPARA	P28482	Q07869	1	1
MAPK1	-1	RAF1	P28482	P04049	1	1
CAMK2A	-1	ETS1	Q9UQM7	P14921	1	1
MAPK9	-1	NFATC3	P45984	Q12968	1	1
PTPN1	-1	LAT	P18031	O43561	1	1
DLX3	1	RUNX2	O60479	Q13950	1	1
SRC	1	CTNND1	P12931	O60716	1	1
RUNX2	1	COL1A2	Q13950	P08123	1	1
ADIPOR1	1	APPL1	Q96A54	Q9UKG1	1	1
CAMK2A	-1	ETS1	Q9UQM7	P14921	1	1
PRKCA	-1	HABP4	P17252	Q5JVS0	1	1
SRC	1	CTNND1	P12931	O60716	1	1
CAMK2A	-1	ETS1	Q9UQM7	P14921	1	1
CSNK2A1	-1	NFKBIA	P68400	P25963	1	1
PRKDC	1	TDP1	P78527	Q9NUW8	1	1
SRC	1	CTNND1	P12931	O60716	1	1
SRC	1	CTNND1	P12931	O60716	1	1
RPS6KA1	unknown	RANBP3	Q15418	Q9H6Z4	1	1
CAMK2A	-1	ETS1	Q9UQM7	P14921	1	1
CGA	1	TSHR	P01215	P16473	1	1
MAPK1	-1	EIF4EBP1	P28482	Q13541	1	1
DKK1	1	KREMEN1	O94907	Q96MU8	1	1
PRKCZ	-1	HABP4	Q05513	Q5JVS0	1	1
WNT3	1	LRP6	P56703	O75581	1	1
IRAK1	1	PELI3	P51617	Q8N2H9	1	1
LHB	1	LHCGR	P01229	P22888	1	1
MAP2K7	1	MAPK10	O14733	P53779	1	1
BAIAP2	1	WASF1	Q9UQB8	Q92558	1	1
RAC1	1	BAIAP2	P63000	Q9UQB8	1	1
PRKCQ	-1	HABP4	Q04759	Q5JVS0	1	1
PTK6	unknown	KHDRBS1	Q13882	Q07666	1	1
PRKCB	-1	HABP4	P05771	Q5JVS0	1	1
TGFB3	1	TGFBR2	P10600	P37173	1	1
PCSK7	1	PPP2CA	Q16549	P67775	1	1
CASP6	1	CASP8	P55212	Q14790	1	1
NR1I2	1	RXRA	O75469	P19793	1	1
VEGFC	1	NRP2	P49767	O60462	1	1
PPP3CB	1	KSR2	P16298	Q6VAB6	1	1
AC1NUST0	1	MTOR	CID:5460104	P42345	0	1
C5	1	C5AR2	P01031	Q9P296	1	1
PRKCA	unknown	GRIA1	P17252	P42261	1	1
MAPK1	-1	EIF4EBP1	P28482	Q13541	1	1
MAPK1	-1	EIF4EBP1	P28482	Q13541	1	1
MAPK1	-1	EIF4EBP1	P28482	Q13541	1	1
ZAP70	1	MUC1	P43403	P15941	1	1
PRKCA	-1	DGKD	P17252	Q16760	1	1
CDK1	-1	NUP50	P06493	Q9UKX7	1	1
MAPK3	unknown	KRT8	P27361	P05787	1	1
CXCL12	1	CXCR4	P48061	P61073	1	1
SMAD7	1	PPP1R15A	O15105	O75807	1	1
DNAJC14	-1	ROS	Q6Y2X3	SIGNOR-ST2	1	0
dexamethasone	1	CEBPB	CID:5743	P17676	0	1
GSK3B	1	SPAG5	P49841	Q96R06	1	1
CDK4	1	FOXM1	P11802	Q08050	1	1
WNT10A	1	FZD3	Q9GZT5	Q9NPG1	1	1
WNT10A	1	LRP5	Q9GZT5	O75197	1	1
WNT10A	1	LRP6	Q9GZT5	O75581	1	1
WNT10B	1	FZD3	O00744	Q9NPG1	1	1
WNT10B	1	LRP5	O00744	O75197	1	1
WNT10B	1	LRP6	O00744	O75581	1	1
GSK3B	1	SPAG5	P49841	Q96R06	1	1
MET	1	GAB1	P08581	Q13480	1	1
WNT4	1	LRP5	P56705	O75197	1	1
WNT4	1	LRP6	P56705	O75581	1	1
WNT5B	1	FZD3	Q9H1J7	Q9NPG1	1	1
WNT5B	1	LRP5	Q9H1J7	O75197	1	1
WNT5B	1	LRP6	Q9H1J7	O75581	1	1
WNT6	1	FZD3	Q9Y6F9	Q9NPG1	1	1
AURKA	-1	GSK3B/Axin/APC	O14965	SIGNOR-C110	1	0
PDPK1	1	AKT	O15530	SIGNOR-PF24	1	0
PDPK1	1	AKT	O15530	SIGNOR-PF24	1	0
WNT6	1	LRP5	Q9Y6F9	O75197	1	1
CDK1	-1	MEK1/2	P06493	SIGNOR-PF25	1	0
PRKCD	unknown	MARCKS	Q05655	P29966	1	1
SGK1	-1	MAP3K3	O00141	Q99759	1	1
CHUK	1	TAX1BP1	O15111	Q86VP1	1	1
SGK1	-1	MAP3K3	O00141	Q99759	1	1
PRKCA	unknown	HLA-A	P17252	P01892	1	1
PPP3CA	1	NFATC2	Q08209	Q13469	1	1
MAP3K7	-1	KSR1	O43318	Q8IVT5	1	1
WNT7B	1	LRP5	P56706	O75197	1	1
WNT8A	1	FZD3	Q9H1J5	Q9NPG1	1	1
WNT8A	1	LRP5	Q9H1J5	O75197	1	1
WNT8B	1	FZD3	Q93098	Q9NPG1	1	1
WNT8B	1	LRP6	Q93098	O75581	1	1
WNT9A	1	FZD3	O14904	Q9NPG1	1	1
Sphingosine 1-phosphate	1	S1PR2	CID:5283560	O95136	0	1
UCHL1	1	UBC	P09936	P0CG48	1	1
UBC	1	PRKN	P0CG48	O60260	1	1
PPP3CB	1	MEF2C	P16298	Q06413	1	1
PPP3CB	1	NFATC1	P16298	O95644	1	1
PPP3CB	1	NFATC2	P16298	Q13469	1	1
CASP3	1	Membrane Blebbing	P42574	SIGNOR-PH24	1	0
RET	unknown	RET	P07949	P07949	1	1
SRC	unknown	CDCP1	P12931	Q9H5V8	1	1
PLK3	1	TOP2A	Q9H4B4	P11388	1	1
Flavopiridol	-1	CDK4	CID:5287969	P11802	0	1
PRKCA	-1	CBL	P17252	P22681	1	1
KIT	1	GRB2	P10721	P62993	1	1
BRAF	1	MEK1/2	P15056	SIGNOR-PF25	1	0
RNF111	1	AP2M1	Q6ZNA4	Q96CW1	1	1
PRKCA	unknown	CD5	P17252	P06127	1	1
MYOD1	1	SMARCA4	P15172	P51532	1	1
MYOG	1	SMARCA4	P15173	P51532	1	1
PRKCA	-1	ADRA1B	P17252	P35368	1	1
PRKDC	form complex	Ku70/Ku80/DNA-PK	P78527	SIGNOR-C107	1	0
MAPK1	-1	NUP50	P28482	Q9UKX7	1	1
ROCK1	unknown	DPYSL2	Q13464	Q16555	1	1
PLK1	1	TOP2A	P53350	P11388	1	1
MAPK9	1	H2AFX	P45984	P16104	1	1
NME1	unknown	NME1	P15531	P15531	1	1
PRKCA	unknown	CD5	P17252	P06127	1	1
ABL1	unknown	RB1	P00519	P06400	1	1
CHEK1	1	H3F3A	O14757	P84243	1	1
